Probe,GeneID,Symbol,Distance,Sides,Raw.p,Pe
cg12620035,ENSG00000165215,CLDN3,63012,L2,7.19844890409858e-19,1.9998000199980003e-4
cg13442386,ENSG00000183826,BTBD9,0,R4,7.3387993809246735e-19,5.999400059994001e-4
cg26123763,ENSG00000243273,RP11-166N6.2,92378,R5,7.350617743211324e-19,6.999300069993001e-4
cg23898998,ENSG00000112110,MRPL18,563529,L10,7.409984569821418e-19,9.999000099990002e-5
cg18064917,ENSG00000226087,AC106869.2,32064,R2,8.266189129880131e-19,9.999000099990002e-5
cg24158160,ENSG00000269621,RP11-98D18.15,34793,R3,8.434248183458026e-19,9.999000099990002e-5
cg14602087,ENSG00000253746,RP11-527N22.2,292143,L8,8.546218114437169e-19,1.9998000199980003e-4
cg18768347,ENSG00000134108,ARL8B,139054,R6,8.81438923502184e-19,1.9998000199980003e-4
cg23253991,ENSG00000091428,RAPGEF4,0,R2,8.81438923502184e-19,3.9996000399960006e-4
cg03033543,ENSG00000101391,CDK5RAP1,75759,R4,9.072747436316711e-19,9.99900009999e-4
cg17226042,ENSG00000233621,LINC01137,33639,L4,9.072747436316711e-19,1.9998000199980003e-4
cg27109006,ENSG00000273792,RP11-554D20.2,237155,L1,9.134556291062618e-19,9.999000099990002e-5
cg00169930,ENSG00000127415,IDUA,244385,R10,9.160465006357404e-19,4.999500049995e-4
cg06954677,ENSG00000253802,CTA-392C11.1,282550,R5,9.233757577978482e-19,1.9998000199980003e-4
cg04874580,ENSG00000104671,DCTN6,348052,L9,9.24912602314486e-19,1.9998000199980003e-4
cg13186567,ENSG00000151065,DCP1B,303861,R9,9.846012231151419e-19,4.999500049995e-4
cg05746403,ENSG00000188185,LINC00265,660819,R10,1.0380770231419828e-18,7.999200079992001e-4
cg10567378,ENSG00000183826,BTBD9,0,R4,1.0582233256102525e-18,5.999400059994001e-4
cg12297970,ENSG00000137270,GCM1,194995,L9,1.0590779641575308e-18,1.9998000199980003e-4
cg14938181,ENSG00000280233,RP11-159D12.3,309172,R10,1.1439218547422382e-18,4.999500049995e-4
cg25050723,ENSG00000235027,AC068580.6,4024,R3,1.176126130502678e-18,9.999000099990002e-5
cg19091779,ENSG00000111305,GSG1,36403,R3,1.1955791579383463e-18,5.999400059994001e-4
cg09929567,ENSG00000119685,TTLL5,163537,R8,1.2578136455607653e-18,3.9996000399960006e-4
cg24299913,ENSG00000268833,AC011513.4,117270,L9,1.2615022660550081e-18,4.999500049995e-4
cg20821442,ENSG00000091127,PUS7,117167,L4,1.3069814858151658e-18,4.999500049995e-4
cg27039118,ENSG00000249917,LINC00536,386834,R1,1.326108747600802e-18,9.999000099990002e-5
cg05274650,ENSG00000129159,KCNC1,49861,L1,1.3675558782246875e-18,9.999000099990002e-5
cg20554353,ENSG00000130305,NSUN5,116351,L6,1.438357900369303e-18,4.999500049995e-4
cg07160602,ENSG00000259475,RP11-654A16.3,300535,R5,1.4787919987847354e-18,9.999000099990002e-5
cg11524400,ENSG00000230834,AC068580.7,19634,R5,1.4874250478353131e-18,3.9996000399960006e-4
cg20456954,ENSG00000104218,CSPP1,70230,L1,1.5676951484050278e-18,3.9996000399960006e-4
cg15873474,ENSG00000101181,MTG2,312085,R7,1.5979603126405054e-18,1.9998000199980003e-4
cg07364927,ENSG00000143641,GALNT2,0,R1,1.7085016899682786e-18,7.999200079992001e-4
cg19755714,ENSG00000085871,MGST2,181002,L5,1.7085016899682786e-18,7.999200079992001e-4
cg13860360,ENSG00000277386,RP11-141M1.4,64341,R3,1.7691157549439385e-18,1.9998000199980003e-4
cg25450819,ENSG00000113569,NUP155,346484,L7,1.8092361199438567e-18,9.99900009999e-4
cg14592468,ENSG00000010278,CD9,705699,R7,1.8617799945972243e-18,2.9997000299970003e-4
cg22416376,ENSG00000155975,VPS37A,235334,L8,1.9341884188360508e-18,7.999200079992001e-4
cg26631397,ENSG00000239899,RN7SL674P,42033,R3,2.0055565245123096e-18,9.99900009999e-4
cg18055557,ENSG00000213676,ATF6B,0,R1,2.0286188437876617e-18,4.999500049995e-4
cg11815984,ENSG00000130338,TULP4,0,L5,2.0480439762451744e-18,7.999200079992001e-4
cg22990388,ENSG00000179299,NSUN7,47655,R4,2.2313412042807698e-18,2.9997000299970003e-4
cg11756387,ENSG00000203620,RP11-84A19.2,80074,L4,2.2552733654889213e-18,1.9998000199980003e-4
cg16319142,ENSG00000177570,SAMD12,572696,R4,2.340075333737875e-18,8.999100089991e-4
cg04800142,ENSG00000107959,PITRM1,114808,L5,2.3624416825266875e-18,1.9998000199980003e-4
cg05709468,ENSG00000279332,RP11-799B12.1,78970,L6,2.4078093657546448e-18,9.999000099990002e-5
cg03037974,ENSG00000167196,FBXO22,371680,L6,2.454036879301351e-18,8.999100089991e-4
cg05610097,ENSG00000015520,NPC1L1,191337,R7,2.5491217479247484e-18,3.9996000399960006e-4
cg04398547,ENSG00000270728,RP4-657E11.10,204045,R7,2.647871200852054e-18,4.999500049995e-4
cg20900312,ENSG00000100580,TMED8,130778,R5,2.6731390990872093e-18,9.99900009999e-4
cg26185500,ENSG00000239218,RPS20P22,78230,R2,2.7500728747464206e-18,1.9998000199980003e-4
cg16392797,ENSG00000215154,AC141586.5,114418,L8,2.829806639962454e-18,4.999500049995e-4
cg14408428,ENSG00000228487,RP13-225O21.2,382878,R6,2.851000003698979e-18,5.999400059994001e-4
cg02220837,ENSG00000235947,EGOT,231497,L4,2.9383467108218097e-18,1.9998000199980003e-4
cg10487221,ENSG00000101181,MTG2,638532,R9,3.0819925044982733e-18,1.9998000199980003e-4
cg14286373,ENSG00000075188,NUP37,178504,R8,3.170881171629847e-18,5.999400059994001e-4
cg02619941,ENSG00000101182,PSMA7,340804,R5,3.2622994133287435e-18,6.999300069993001e-4
cg16486109,ENSG00000185507,IRF7,0,R1,3.3563182208182205e-18,1.9998000199980003e-4
cg23008083,ENSG00000226266,AC009961.3,488678,L8,3.5524513698730164e-18,4.999500049995e-4
cg17234201,ENSG00000145214,DGKQ,169076,R6,3.831656652842086e-18,9.999000099990002e-5
cg25932315,ENSG00000151208,DLG5,359704,R8,3.831656652842086e-18,9.99900009999e-4
cg13628444,ENSG00000188523,CFAP77,401640,R5,3.8419435711010556e-18,3.9996000399960006e-4
cg20588193,ENSG00000261136,RP11-37C7.3,44440,L3,3.868045930794715e-18,2.9997000299970003e-4
cg18768347,ENSG00000235947,EGOT,231573,L4,4.03417051131588e-18,1.9998000199980003e-4
cg18699337,ENSG00000185294,SPPL2C,234705,L8,4.041734865066805e-18,7.999200079992001e-4
cg13702181,ENSG00000009830,POMT2,4429,L1,4.0551716495852376e-18,8.999100089991e-4
cg13428086,ENSG00000272078,RP4-734G22.3,28825,L1,4.0936551352059856e-18,9.999000099990002e-5
cg14802097,ENSG00000139168,ZCRB1,250428,L10,4.211281397255582e-18,6.999300069993001e-4
cg25100011,ENSG00000160058,BSDC1,286392,L9,4.332242242013247e-18,9.999000099990002e-5
cg19460095,ENSG00000271369,RP11-350D17.3,59120,R2,4.359983114387888e-18,9.999000099990002e-5
cg24757937,ENSG00000258670,RP11-1042B17.3,89923,L5,4.551642926847497e-18,9.999000099990002e-5
cg18768347,ENSG00000235978,AC018816.3,95870,L2,4.627980471079026e-18,2.9997000299970003e-4
cg05191839,ENSG00000274270,RP11-34F20.7,116665,L2,4.897211936116579e-18,9.999000099990002e-5
cg14685146,ENSG00000161647,MPP3,178212,L10,5.085320797377216e-18,5.999400059994001e-4
cg18809597,ENSG00000269621,RP11-98D18.15,16272,L4,5.1744330283464926e-18,9.999000099990002e-5
cg17176029,ENSG00000244137,RP11-99J16__A.2,70711,R3,5.337224908843207e-18,2.9997000299970003e-4
cg10864979,ENSG00000280055,TMEM75,79662,R2,5.491304059058181e-18,9.999000099990002e-5
cg16226627,ENSG00000178802,MPI,112915,L7,5.534895189074818e-18,2.9997000299970003e-4
cg03082523,ENSG00000116213,WRAP73,391364,R8,5.856175434995551e-18,2.9997000299970003e-4
cg22235258,ENSG00000110435,PDHX,261972,R5,5.856175434995551e-18,7.999200079992001e-4
cg01244270,ENSG00000128708,HAT1,105219,L2,5.911482753047272e-18,9.999000099990002e-5
cg18627496,ENSG00000101181,MTG2,408873,R7,5.967305481384598e-18,2.9997000299970003e-4
cg15845122,ENSG00000272514,CFAP206,236076,R8,6.2419062326905116e-18,4.999500049995e-4
cg16676676,ENSG00000154370,TRIM11,22385,R2,6.254317577941847e-18,8.999100089991e-4
cg27031484,ENSG00000186591,UBE2H,0,R1,6.254317577941847e-18,9.999000099990002e-5
cg00213668,ENSG00000006453,BAIAP2L1,0,L3,6.6478448935678394e-18,6.999300069993001e-4
cg05492975,ENSG00000101181,MTG2,638575,R9,6.742118302169373e-18,2.9997000299970003e-4
cg25305774,ENSG00000164944,KIAA1429,40062,R2,6.934564869986897e-18,1.9998000199980003e-4
cg19091779,ENSG00000013583,HEBP1,46881,L3,6.999910529825263e-18,4.999500049995e-4
cg24657085,ENSG00000172057,ORMDL3,216948,R10,6.999910529825263e-18,2.9997000299970003e-4
cg21608605,ENSG00000181472,ZBTB2,415574,L6,7.032772591352953e-18,1.9998000199980003e-4
cg17898069,ENSG00000168264,IRF2BP2,294524,R10,7.335864430596536e-18,1.9998000199980003e-4
cg00777445,ENSG00000108848,LUC7L3,136782,L9,7.687719018595662e-18,9.999000099990002e-5
cg06099439,ENSG00000116213,WRAP73,400424,R8,7.981148505250832e-18,2.9997000299970003e-4
cg08815672,ENSG00000224715,CITF22-49D8.1,811469,R9,8.050856752121273e-18,1.9998000199980003e-4
cg18016148,ENSG00000281641,SAMD12-AS1,532042,R6,8.054644240146317e-18,6.999300069993001e-4
cg00930618,ENSG00000265778,RP11-17M16.2,114785,R4,8.056172376369501e-18,3.9996000399960006e-4
cg26275850,ENSG00000008513,ST3GAL1,94,R1,8.682377304563019e-18,9.999000099990002e-5
cg06389019,ENSG00000109066,TMEM104,16973,R3,8.76394877002589e-18,1.9998000199980003e-4
cg22367981,ENSG00000010072,SPRTN,473278,L6,8.76394877002589e-18,1.9998000199980003e-4
cg03582419,ENSG00000038002,AGA,547145,R5,9.356511248425522e-18,2.9997000299970003e-4
cg09147400,ENSG00000140798,ABCC12,79889,L2,9.545533724746121e-18,4.999500049995e-4
cg15827101,ENSG00000165527,ARF6,122163,R9,9.803803938305486e-18,9.999000099990002e-5
cg02631092,ENSG00000107862,GBF1,0,R1,9.988570938392236e-18,9.999000099990002e-5
cg12620035,ENSG00000189143,CLDN4,589,L1,1.0082238639026854e-17,9.999000099990002e-5
cg15765380,ENSG00000163646,CLRN1,166226,R7,1.0367882485968992e-17,1.9998000199980003e-4
cg14728856,ENSG00000130985,UBA1,0,R2,1.0368472767337176e-17,2.9997000299970003e-4
cg13211324,ENSG00000239453,SIDT1-AS1,64699,L3,1.040432753302199e-17,9.99900009999e-4
cg02220837,ENSG00000134109,EDEM1,204556,R9,1.0465654405289216e-17,9.999000099990002e-5
cg00488514,ENSG00000128203,ASPHD2,36708,L1,1.1067904243202907e-17,9.999000099990002e-5
cg17740401,ENSG00000108465,CDK5RAP3,51685,L2,1.1171550752004786e-17,1.9998000199980003e-4
cg27627493,ENSG00000140455,USP3,29348,R2,1.1171550752004786e-17,9.999000099990002e-5
cg14938181,ENSG00000265542,RP11-60A24.3,92938,R3,1.1183630712709488e-17,1.9998000199980003e-4
cg07211251,ENSG00000164338,UTP15,110214,L1,1.1704321726084512e-17,8.999100089991e-4
cg16226627,ENSG00000140497,SCAMP2,141769,L8,1.181384576405729e-17,9.999000099990002e-5
cg24666355,ENSG00000154305,MIA3,82520,L5,1.2262144747960158e-17,3.9996000399960006e-4
cg20439473,ENSG00000265542,RP11-60A24.3,148959,L6,1.2759634601753267e-17,1.9998000199980003e-4
cg27515052,ENSG00000253981,ALG1L13P,410926,L8,1.2846111897582774e-17,1.9998000199980003e-4
cg23956565,ENSG00000272525,RP11-79P5.9,272520,L5,1.3087404680590584e-17,2.9997000299970003e-4
cg01617018,ENSG00000149922,TBX6,12926,L3,1.3333025200988692e-17,1.9998000199980003e-4
cg25411239,ENSG00000116213,WRAP73,452470,R9,1.3457643246582956e-17,2.9997000299970003e-4
cg00226822,ENSG00000145214,DGKQ,176989,L9,1.3583337652263468e-17,9.999000099990002e-5
cg20584546,ENSG00000278060,RP11-466M21.1,86612,R1,1.4255129317095106e-17,5.999400059994001e-4
cg06880420,ENSG00000118197,DDX59,473035,R8,1.4631479182091737e-17,6.999300069993001e-4
cg20554353,ENSG00000071462,WBSCR22,257804,R10,1.504477056926749e-17,6.999300069993001e-4
cg11524400,ENSG00000229512,AC068580.5,5713,R4,1.589224752469242e-17,9.999000099990002e-5
cg04659396,ENSG00000230612,AC004237.1,217778,R8,1.6090069595252236e-17,4.999500049995e-4
cg14068176,ENSG00000137103,TMEM8B,0,L2,1.6204026877320125e-17,9.99900009999e-4
cg25596287,ENSG00000130772,MED18,181256,L7,1.6204026877320125e-17,1.9998000199980003e-4
cg05576949,ENSG00000163900,TMEM41A,323485,L7,1.6354992908390075e-17,3.9996000399960006e-4
cg10141942,ENSG00000261732,LA16c-431H6.6,29776,R4,1.7450385885168203e-17,9.999000099990002e-5
cg07211251,ENSG00000272525,RP11-79P5.9,195298,L5,1.7451312110457104e-17,2.9997000299970003e-4
cg07725163,ENSG00000233237,LINC00472,0,L5,1.8110004405773873e-17,4.999500049995e-4
cg27405946,ENSG00000274560,RP11-285E23.2,5837,L1,1.8176216971925593e-17,3.9996000399960006e-4
cg06695115,ENSG00000204070,SYS1,137732,R9,1.8278473085958696e-17,9.999000099990002e-5
cg21706771,ENSG00000158669,GPAT4,390571,L4,1.8278473085958696e-17,9.999000099990002e-5
cg14602087,ENSG00000104221,BRF2,144398,R9,1.8793209829627163e-17,2.9997000299970003e-4
cg22255095,ENSG00000101181,MTG2,285752,R7,1.9501827303862025e-17,3.9996000399960006e-4
cg23521262,ENSG00000023041,ZDHHC6,116656,L3,1.9501827303862025e-17,9.999000099990002e-5
cg17296707,ENSG00000203705,TATDN3,280805,R10,2.0424756931145527e-17,1.9998000199980003e-4
cg12468255,ENSG00000134369,NAV1,0,R3,2.0999057553636138e-17,9.999000099990002e-5
cg12619347,ENSG00000186907,RTN4RL2,35901,L2,2.2401767346966334e-17,4.999500049995e-4
cg23367119,ENSG00000119725,ZNF410,122905,R8,2.2401767346966334e-17,1.9998000199980003e-4
cg26681628,ENSG00000103494,RPGRIP1L,472699,L3,2.324439927781533e-17,3.9996000399960006e-4
cg00169930,ENSG00000215375,MYL5,60576,L4,2.367736262349925e-17,6.999300069993001e-4
cg06174454,ENSG00000126062,TMEM115,20360,R8,2.4118278650889207e-17,7.999200079992001e-4
cg07717704,ENSG00000120053,GOT1,925866,R7,2.4118278650889207e-17,9.99900009999e-4
cg10141942,ENSG00000007545,CRAMP1,9842,R2,2.525631278936431e-17,9.999000099990002e-5
cg27039534,ENSG00000089876,DHX32,608491,L10,2.693902529999416e-17,2.9997000299970003e-4
cg21239317,ENSG00000188732,FAM221A,79237,R4,2.769360113574179e-17,9.999000099990002e-5
cg22110888,ENSG00000169710,FASN,3331,L1,2.79497295579864e-17,8.999100089991e-4
cg03223949,ENSG00000101181,MTG2,360168,R7,2.820819409401219e-17,4.999500049995e-4
cg07725163,ENSG00000199094,MIR30C2,34616,L3,2.84316664211551e-17,9.999000099990002e-5
cg07171893,ENSG00000185730,ZNF696,93218,L6,3.00846447290089e-17,8.999100089991e-4
cg00732656,ENSG00000240137,ERICH6-AS1,21880,L2,3.1211465755313696e-17,9.999000099990002e-5
cg18030453,ENSG00000144791,LIMD1,90668,R3,3.121162877517595e-17,2.9997000299970003e-4
cg20655220,ENSG00000145725,PPIP5K2,209114,R4,3.298060630376858e-17,2.9997000299970003e-4
cg02815102,ENSG00000130703,OSBPL2,418073,R9,3.359195954188124e-17,1.9998000199980003e-4
cg20747449,ENSG00000171224,C10orf35,164177,L3,3.359195954188124e-17,6.999300069993001e-4
cg00051307,ENSG00000272525,RP11-79P5.9,269182,R8,3.390181381256328e-17,2.9997000299970003e-4
cg25050723,ENSG00000117984,CTSD,0,R2,3.390181381256328e-17,1.9998000199980003e-4
cg18535410,ENSG00000269356,RP11-120K24.4,129529,L6,3.432124607397924e-17,7.999200079992001e-4
cg02570643,ENSG00000171530,TBCA,366868,L6,3.5493870131189286e-17,9.99900009999e-4
cg18055557,ENSG00000204308,RNF5,72771,R8,3.648426173735527e-17,4.999500049995e-4
cg01637789,ENSG00000259269,RP11-624L4.2,102369,L2,3.747510176110816e-17,9.999000099990002e-5
cg02930348,ENSG00000101181,MTG2,789144,R10,3.7501896845232934e-17,4.999500049995e-4
cg14100946,ENSG00000127980,PEX1,80050,L4,3.7501896845232934e-17,9.999000099990002e-5
cg12268123,ENSG00000129055,ANAPC13,1536377,L10,3.8547513799566525e-17,3.9996000399960006e-4
cg09108394,ENSG00000166847,DCTN5,161329,L9,3.9621870646999376e-17,9.999000099990002e-5
cg24222580,ENSG00000126217,MCF2L,0,L3,4.0354458633362247e-17,3.9996000399960006e-4
cg10218777,ENSG00000249993,BFSP2-AS1,5640,L1,4.0381087165486766e-17,2.9997000299970003e-4
cg14821322,ENSG00000177963,RIC8A,1456,L1,4.110040107295442e-17,2.9997000299970003e-4
cg13635184,ENSG00000197362,ZNF786,115251,L5,4.4628935277988985e-17,9.999000099990002e-5
cg06442240,ENSG00000260430,RP11-626G11.4,19795,L2,4.714458995921332e-17,1.9998000199980003e-4
cg17339440,ENSG00000129691,ASH2L,218809,R8,4.7145563616319295e-17,3.9996000399960006e-4
cg17749454,ENSG00000167863,ATP5H,58853,L6,4.801514414815345e-17,5.999400059994001e-4
cg19836145,ENSG00000113643,RARS,914720,R10,4.8455846382106343e-17,9.999000099990002e-5
cg05227773,ENSG00000261764,KRT18P18,54014,L2,4.915224999076854e-17,9.999000099990002e-5
cg14081251,ENSG00000227218,RP11-203J24.8,21342,R3,4.980202495188509e-17,6.999300069993001e-4
cg08767044,ENSG00000189067,LITAF,0,R3,5.0719896787001255e-17,9.999000099990002e-5
cg18809597,ENSG00000143450,OAZ3,4849,L1,5.118506807309882e-17,2.9997000299970003e-4
cg26787863,ENSG00000280924,LINC00628,51090,R2,5.259052981035074e-17,9.999000099990002e-5
cg18577239,ENSG00000139546,TARBP2,55448,L5,5.815664260650208e-17,4.999500049995e-4
cg12263469,ENSG00000149716,ORAOV1,0,R2,5.868899792246886e-17,1.9998000199980003e-4
cg27312916,ENSG00000279742,RP11-700A24.1,94481,R2,5.922281563289844e-17,9.999000099990002e-5
cg00732656,ENSG00000163646,CLRN1,184134,R7,5.952034442660647e-17,1.9998000199980003e-4
cg00589181,ENSG00000082781,ITGB5,0,L3,6.312443443153228e-17,8.999100089991e-4
cg21960265,ENSG00000213676,ATF6B,50316,R3,6.312443443153228e-17,9.99900009999e-4
cg01864791,ENSG00000235978,AC018816.3,95984,L2,6.546449365397464e-17,4.999500049995e-4
cg20439473,ENSG00000264364,DYNLL2,99704,R8,6.606274754812031e-17,4.999500049995e-4
cg07575519,ENSG00000173545,ZNF622,277363,L3,6.851014243267652e-17,9.999000099990002e-5
cg03337918,ENSG00000254248,RP11-320N21.2,48137,R6,7.041220288923654e-17,9.999000099990002e-5
cg02852529,ENSG00000185238,PRMT3,351563,R6,7.169540701658839e-17,6.999300069993001e-4
cg17234201,ENSG00000215375,MYL5,107775,L6,7.922590866296168e-17,8.999100089991e-4
cg02898500,ENSG00000269356,RP11-120K24.4,162815,L8,8.079453021097047e-17,7.999200079992001e-4
cg25287268,ENSG00000274270,RP11-34F20.7,5946,R1,8.141080046048503e-17,1.9998000199980003e-4
cg10754505,ENSG00000101181,MTG2,454202,R8,9.411214572712867e-17,4.999500049995e-4
cg23402144,ENSG00000262966,RP11-85B7.2,17049,L1,9.648871008338794e-17,2.9997000299970003e-4
cg12152540,ENSG00000099246,RAB18,196579,L1,9.758101632336219e-17,5.999400059994001e-4
cg08070476,ENSG00000136261,BZW2,141264,L4,9.936241671240233e-17,5.999400059994001e-4
cg00395579,ENSG00000246263,UBR5-AS1,8022,R2,1.011758683005705e-16,9.99900009999e-4
cg09127007,ENSG00000278540,ACACA,23949,R6,1.011758683005705e-16,1.9998000199980003e-4
cg14723977,ENSG00000279716,AC006128.2,21638,R2,1.127621634097557e-16,1.9998000199980003e-4
cg14094521,ENSG00000228879,RP11-439E19.6,49729,R2,1.1495534645708954e-16,9.999000099990002e-5
cg22909085,ENSG00000123983,ACSL3,0,R1,1.1796722214911356e-16,9.999000099990002e-5
cg01362358,ENSG00000108443,RPS6KB1,89434,L10,1.2120319868263763e-16,9.999000099990002e-5
cg04874580,ENSG00000104691,UBXN8,200552,R8,1.2120319868263763e-16,4.999500049995e-4
cg20383521,ENSG00000269621,RP11-98D18.15,173191,R10,1.2122183539281163e-16,9.999000099990002e-5
cg23012855,ENSG00000241475,RP4-781K5.5,308476,L8,1.2276193405524878e-16,3.9996000399960006e-4
cg23424407,ENSG00000257817,RP4-601P9.2,19768,R1,1.2296611926271552e-16,8.999100089991e-4
cg26871347,ENSG00000265542,RP11-60A24.3,477578,R8,1.2551123999603695e-16,1.9998000199980003e-4
cg07603685,ENSG00000127125,PPCS,219040,L8,1.256542943399719e-16,7.999200079992001e-4
cg09929567,ENSG00000133935,C14orf1,179703,R9,1.2679201098960433e-16,7.999200079992001e-4
cg02360367,ENSG00000067606,PRKCZ,63192,L5,1.279398805520436e-16,6.999300069993001e-4
cg02693150,ENSG00000156172,C8orf37,217023,R7,1.3144530300669308e-16,9.999000099990002e-5
cg00169930,ENSG00000145214,DGKQ,216275,R8,1.338346727000963e-16,1.9998000199980003e-4
cg01069808,ENSG00000179456,ZBTB18,0,R1,1.3504536108306263e-16,4.999500049995e-4
cg01549227,ENSG00000119421,NDUFA8,57975,L2,1.374992148012394e-16,3.9996000399960006e-4
cg21830221,ENSG00000204060,FOXO6,485022,L7,1.4126262189359269e-16,8.999100089991e-4
cg13429095,ENSG00000162894,FCMR,164542,R7,1.425395129009222e-16,3.9996000399960006e-4
cg02824888,ENSG00000257817,RP4-601P9.2,22603,R1,1.4579117591575567e-16,8.999100089991e-4
cg20365580,ENSG00000158941,CCAR2,48028,R6,1.660712112223688e-16,6.999300069993001e-4
cg13603332,ENSG00000070214,SLC44A1,0,R1,1.6756885282657603e-16,2.9997000299970003e-4
cg17215361,ENSG00000254648,RP11-713P17.4,326644,L10,1.692672968071896e-16,9.99900009999e-4
cg22383874,ENSG00000108848,LUC7L3,126233,R6,1.7369368710453069e-16,1.9998000199980003e-4
cg21487363,ENSG00000242094,FOXP1-IT1,81517,R3,1.7506750860862363e-16,2.9997000299970003e-4
cg06368618,ENSG00000014919,COX15,260169,R10,1.784316125483712e-16,1.9998000199980003e-4
cg13640423,ENSG00000243257,MTCO2P29,29219,R3,1.78703691415941e-16,4.999500049995e-4
cg15644639,ENSG00000253106,RP11-158K1.3,35056,L1,1.8166075995996554e-16,9.999000099990002e-5
cg19948255,ENSG00000241973,PI4KA,28685,L1,1.8829281004836113e-16,1.9998000199980003e-4
cg21157873,ENSG00000232536,RP11-74C1.4,26503,R5,1.893016340455174e-16,5.999400059994001e-4
cg00732656,ENSG00000163645,ERICH6,38055,L3,1.9847426550573766e-16,9.999000099990002e-5
cg00225196,ENSG00000253746,RP11-527N22.2,292620,L8,2.0689707233317244e-16,5.999400059994001e-4
cg16392797,ENSG00000276791,CTD-2270P14.5,32404,R4,2.13439319499423e-16,6.999300069993001e-4
cg01879083,ENSG00000271715,CTD-2256P15.5,36000,L3,2.1929523263975386e-16,2.9997000299970003e-4
cg20690085,ENSG00000253982,CTD-2336O2.1,182889,L2,2.272247433809525e-16,1.9998000199980003e-4
cg27155939,ENSG00000273786,RP11-133K1.11,171422,R9,2.31358347056644e-16,4.999500049995e-4
cg07950296,ENSG00000100612,DHRS7,416013,R5,2.5068283123125533e-16,5.999400059994001e-4
cg14780990,ENSG00000260337,RP11-386M24.6,41489,L5,2.574828395370434e-16,9.999000099990002e-5
cg09283223,ENSG00000149932,TMEM219,82597,L7,2.692258430828425e-16,7.999200079992001e-4
cg18486590,ENSG00000089775,ZBTB25,37573,L4,2.692258430828425e-16,9.999000099990002e-5
cg10606176,ENSG00000138709,LARP1B,338010,L6,2.7163673351375515e-16,7.999200079992001e-4
cg04398547,ENSG00000053371,AKR7A2,210930,R8,2.740688955074162e-16,5.999400059994001e-4
cg02378006,ENSG00000166224,SGPL1,385357,L6,2.789977749492059e-16,8.999100089991e-4
cg02026180,ENSG00000174840,PDE12,476025,L10,2.969465926698454e-16,9.999000099990002e-5
cg27456185,ENSG00000258647,LINC00930,80738,L7,3.195654727814552e-16,9.999000099990002e-5
cg10438560,ENSG00000157184,CPT2,19865,R3,3.2747566297099344e-16,9.999000099990002e-5
cg24960291,ENSG00000163900,TMEM41A,322046,L7,3.516012073174543e-16,9.99900009999e-4
cg25998745,ENSG00000253210,RP11-809O17.1,107516,R6,3.5473742422302416e-16,1.9998000199980003e-4
cg20439473,ENSG00000278642,RP11-159D12.11,27565,L1,3.5656713713656726e-16,2.9997000299970003e-4
cg08462367,ENSG00000253746,RP11-527N22.2,94540,R2,3.650863309225362e-16,7.999200079992001e-4
cg11931626,ENSG00000168556,ING2,247282,L5,3.675602823704228e-16,7.999200079992001e-4
cg05378861,ENSG00000101199,ARFGAP1,101070,R9,3.7747610657707863e-16,2.9997000299970003e-4
cg09040942,ENSG00000231980,AC011899.10,236182,L1,3.7929563528508966e-16,9.99900009999e-4
cg09984096,ENSG00000279932,RP11-349F21.2,172676,R7,3.8252118474899717e-16,1.9998000199980003e-4
cg06695115,ENSG00000227477,STK4-AS1,257800,L8,3.945875091538717e-16,3.9996000399960006e-4
cg01716603,ENSG00000263466,RP1-56K13.2,29981,R2,3.951609799284382e-16,9.999000099990002e-5
cg16285854,ENSG00000279742,RP11-700A24.1,94351,R2,3.998520616663538e-16,9.999000099990002e-5
cg01919011,ENSG00000133935,C14orf1,179824,R9,4.052251192460752e-16,7.999200079992001e-4
cg09235788,ENSG00000134248,LAMTOR5,269642,L9,4.273467302738398e-16,1.9998000199980003e-4
cg12172163,ENSG00000276434,RP11-391H12.8,167808,R7,4.294011549300902e-16,3.9996000399960006e-4
cg17814028,ENSG00000130703,OSBPL2,462676,R9,4.311475885471381e-16,1.9998000199980003e-4
cg19619028,ENSG00000127125,PPCS,593819,R10,4.311475885471381e-16,9.99900009999e-4
cg20439473,ENSG00000264112,RP11-159D12.2,5328,R4,4.4275112061181724e-16,9.999000099990002e-5
cg12450823,ENSG00000168890,TMEM150A,73421,R7,4.587022800562688e-16,9.999000099990002e-5
cg27215768,ENSG00000095587,TLL2,151472,L6,4.7103593015987775e-16,9.999000099990002e-5
cg00790672,ENSG00000116213,WRAP73,222658,R7,4.879902801861734e-16,2.9997000299970003e-4
cg07768107,ENSG00000174343,CHRNA9,135004,R4,5.166600259472435e-16,9.999000099990002e-5
cg26676468,ENSG00000153037,SRP19,333737,L8,5.283665092692538e-16,3.9996000399960006e-4
cg27422345,ENSG00000157778,PSMG3,104600,L4,5.330510184336511e-16,4.999500049995e-4
cg26153353,ENSG00000116213,WRAP73,426813,R9,5.473514137542145e-16,2.9997000299970003e-4
cg08404739,ENSG00000140798,ABCC12,79494,L2,5.508545427695823e-16,9.99900009999e-4
cg26344982,ENSG00000134109,EDEM1,204518,R9,5.620295898323639e-16,9.999000099990002e-5
cg10196532,ENSG00000136144,RCBTB1,0,R1,5.670079566886993e-16,4.999500049995e-4
cg27159583,ENSG00000224790,AP000704.5,48885,R2,5.872017686512926e-16,1.9998000199980003e-4
cg00477017,ENSG00000233487,RPSAP69,16720,L1,6.082670380029053e-16,4.999500049995e-4
